1024 10
0 1023
1001 230 113
1001 1007 45
1002 779 226
1002 429 35
1002 930 178
1002 596 59
1002 895 56
1002 250 112
1002 975 57
1003 590 88
1003 661 106
1003 254 4
1003 136 234
1003 749 55
1003 646 247
1003 84 28
1003 187 30
1004 97 250
1004 729 47
1004 401 193
1004 697 112
1004 891 190
1004 164 30
1004 638 229
1005 226 194
1005 238 59
1005 675 91
1006 236 233
1006 512 154
1006 889 220
1006 564 255
1006 198 169
1006 389 230
1006 393 84
1007 469 60
1007 868 173
1007 370 104
1007 550 3
1007 710 65
1007 947 171
1007 645 215
1007 172 230
1007 919 191
1009 881 19
1009 816 65
1009 752 49
1009 275 216
1009 827 243
1009 417 97
1009 948 124
1009 325 152
1009 272 121
1011 624 165
1012 120 220
1012 150 71
1013 642 23
1013 867 188
1013 434 171
1013 805 169
1013 759 91
1013 599 172
1013 562 13
1014 407 81
1014 120 132
1014 222 32
1014 782 71
1014 957 112
1014 675 224
1014 291 4
1014 568 211
1014 662 168
1015 499 235
1015 972 150
1015 254 249
1015 905 151
1015 841 81
1015 842 64
1015 488 85
1016 73 163
1016 586 167
1016 245 82
1016 467 101
1016 379 203
1017 329 212
1017 518 29
1018 383 117
1018 164 80
1018 42 189
1018 100 171
1018 616 167
1018 145 196
1019 609 54
1019 1009 10
1019 577 162
1020 370 226
1020 317 20
1021 663 25
1021 810 108
1021 904 59
1021 718 59
1021 477 78
1021 440 249
1021 37 215
1022 325 130
1022 970 240
1022 375 252
1022 33 19
1022 443 220
1022 169 150
1022 900 149
1023 706 17
1023 926 195
1023 334 145
1023 106 35
1023 373 111
1023 468 172
1023 242 217
